Date,Open,High,Low,Close,PE_CAPE
1960-03-10,53.830002,53.830002,53.830002,53.830002,17.28602072
1960-03-11,54.240002,54.240002,54.240002,54.240002,17.28602072
1960-03-14,54.32,54.32,54.32,54.32,17.28602072
1960-03-15,54.740002,54.740002,54.740002,54.740002,17.28602072
1960-03-16,55.040001,55.040001,55.040001,55.040001,17.28602072
1960-03-17,54.959999,54.959999,54.959999,54.959999,17.28602072
1960-03-18,55.009998,55.009998,55.009998,55.009998,17.28602072
1960-03-21,55.07,55.07,55.07,55.07,17.28602072
1960-03-22,55.290001,55.290001,55.290001,55.290001,17.28602072
1960-03-23,55.740002,55.740002,55.740002,55.740002,17.28602072
1960-03-24,55.98,55.98,55.98,55.98,17.28602072
1960-03-25,55.98,55.98,55.98,55.98,17.28602072
1960-03-28,55.860001,55.860001,55.860001,55.860001,17.28602072
1960-03-29,55.779999,55.779999,55.779999,55.779999,17.28602072
1960-03-30,55.66,55.66,55.66,55.66,17.28602072
1960-03-31,55.34,55.34,55.34,55.34,17.28602072
1960-04-01,55.43,55.43,55.43,55.43,17.42976695
1960-04-04,55.540001,55.540001,55.540001,55.540001,17.42976695
1960-04-05,55.369999,55.369999,55.369999,55.369999,17.42976695
1960-04-06,56.509998,56.509998,56.509998,56.509998,17.42976695
1960-04-07,56.52,56.52,56.52,56.52,17.42976695
1960-04-08,56.389999,56.389999,56.389999,56.389999,17.42976695
1960-04-11,56.169998,56.169998,56.169998,56.169998,17.42976695
1960-04-12,56.299999,56.299999,56.299999,56.299999,17.42976695
1960-04-13,56.299999,56.299999,56.299999,56.299999,17.42976695
1960-04-14,56.43,56.43,56.43,56.43,17.42976695
1960-04-18,56.59,56.59,56.59,56.59,17.42976695
1960-04-19,56.130001,56.130001,56.130001,56.130001,17.42976695
1960-04-20,55.439999,55.439999,55.439999,55.439999,17.42976695
1960-04-21,55.59,55.59,55.59,55.59,17.42976695
1960-04-22,55.419998,55.419998,55.419998,55.419998,17.42976695
1960-04-25,54.860001,54.860001,54.860001,54.860001,17.42976695
1960-04-26,55.040001,55.040001,55.040001,55.040001,17.42976695
1960-04-27,55.040001,55.040001,55.040001,55.040001,17.42976695
1960-04-28,54.560001,54.560001,54.560001,54.560001,17.42976695
1960-04-29,54.369999,54.369999,54.369999,54.369999,17.42976695
1960-05-02,54.130001,54.130001,54.130001,54.130001,17.25617058
1960-05-03,54.830002,54.830002,54.830002,54.830002,17.25617058
1960-05-04,55.040001,55.040001,55.040001,55.040001,17.25617058
1960-05-05,54.860001,54.860001,54.860001,54.860001,17.25617058
1960-05-06,54.75,54.75,54.75,54.75,17.25617058
1960-05-09,54.799999,54.799999,54.799999,54.799999,17.25617058
1960-05-10,54.419998,54.419998,54.419998,54.419998,17.25617058
1960-05-11,54.57,54.57,54.57,54.57,17.25617058
1960-05-12,54.849998,54.849998,54.849998,54.849998,17.25617058
1960-05-13,55.299999,55.299999,55.299999,55.299999,17.25617058
1960-05-16,55.25,55.25,55.25,55.25,17.25617058
1960-05-17,55.459999,55.459999,55.459999,55.459999,17.25617058
1960-05-18,55.439999,55.439999,55.439999,55.439999,17.25617058
1960-05-19,55.68,55.68,55.68,55.68,17.25617058
1960-05-20,55.73,55.73,55.73,55.73,17.25617058
1960-05-23,55.759998,55.759998,55.759998,55.759998,17.25617058
1960-05-24,55.700001,55.700001,55.700001,55.700001,17.25617058
1960-05-25,55.669998,55.669998,55.669998,55.669998,17.25617058
1960-05-26,55.709999,55.709999,55.709999,55.709999,17.25617058
1960-05-27,55.740002,55.740002,55.740002,55.740002,17.25617058
1960-05-31,55.830002,55.830002,55.830002,55.830002,17.25617058
1960-06-01,55.889999,55.889999,55.889999,55.889999,17.82336382
1960-06-02,56.130001,56.130001,56.130001,56.130001,17.82336382
1960-06-03,56.23,56.23,56.23,56.23,17.82336382
1960-06-06,56.889999,56.889999,56.889999,56.889999,17.82336382
1960-06-07,57.43,57.43,57.43,57.43,17.82336382
1960-06-08,57.889999,57.889999,57.889999,57.889999,17.82336382
1960-06-09,58.0,58.0,58.0,58.0,17.82336382
1960-06-10,57.970001,57.970001,57.970001,57.970001,17.82336382
1960-06-13,57.990002,57.990002,57.990002,57.990002,17.82336382
1960-06-14,57.91,57.91,57.91,57.91,17.82336382
1960-06-15,57.57,57.57,57.57,57.57,17.82336382
1960-06-16,57.5,57.5,57.5,57.5,17.82336382
1960-06-17,57.439999,57.439999,57.439999,57.439999,17.82336382
1960-06-20,57.16,57.16,57.16,57.16,17.82336382
1960-06-21,57.110001,57.110001,57.110001,57.110001,17.82336382
1960-06-22,57.279999,57.279999,57.279999,57.279999,17.82336382
1960-06-23,57.59,57.59,57.59,57.59,17.82336382
1960-06-24,57.68,57.68,57.68,57.68,17.82336382
1960-06-27,57.330002,57.330002,57.330002,57.330002,17.82336382
1960-06-28,56.939999,56.939999,56.939999,56.939999,17.82336382
1960-06-29,56.939999,56.939999,56.939999,56.939999,17.82336382
1960-06-30,56.919998,56.919998,56.919998,56.919998,17.82336382
1960-07-01,57.060001,57.060001,57.060001,57.060001,17.37680647
1960-07-05,57.02,57.02,57.02,57.02,17.37680647
1960-07-06,56.939999,56.939999,56.939999,56.939999,17.37680647
1960-07-07,57.240002,57.240002,57.240002,57.240002,17.37680647
1960-07-08,57.380001,57.380001,57.380001,57.380001,17.37680647
1960-07-11,56.869999,56.869999,56.869999,56.869999,17.37680647
1960-07-12,56.25,56.25,56.25,56.25,17.37680647
1960-07-13,56.099998,56.099998,56.099998,56.099998,17.37680647
1960-07-14,56.119999,56.119999,56.119999,56.119999,17.37680647
1960-07-15,56.049999,56.049999,56.049999,56.049999,17.37680647
1960-07-18,55.700001,55.700001,55.700001,55.700001,17.37680647
1960-07-19,55.700001,55.700001,55.700001,55.700001,17.37680647
1960-07-20,55.610001,55.610001,55.610001,55.610001,17.37680647
1960-07-21,55.099998,55.099998,55.099998,55.099998,17.37680647
1960-07-22,54.720001,54.720001,54.720001,54.720001,17.37680647
1960-07-25,54.18,54.18,54.18,54.18,17.37680647
1960-07-26,54.509998,54.509998,54.509998,54.509998,17.37680647
1960-07-27,54.169998,54.169998,54.169998,54.169998,17.37680647
1960-07-28,54.57,54.57,54.57,54.57,17.37680647
1960-07-29,55.509998,55.509998,55.509998,55.509998,17.37680647
1960-08-01,55.529999,55.529999,55.529999,55.529999,17.58211304
1960-08-02,55.040001,55.040001,55.040001,55.040001,17.58211304
1960-08-03,54.720001,54.720001,54.720001,54.720001,17.58211304
1960-08-04,54.889999,54.889999,54.889999,54.889999,17.58211304
1960-08-05,55.439999,55.439999,55.439999,55.439999,17.58211304
1960-08-08,55.52,55.52,55.52,55.52,17.58211304
1960-08-09,55.84,55.84,55.84,55.84,17.58211304
1960-08-10,56.07,56.07,56.07,56.07,17.58211304
1960-08-11,56.279999,56.279999,56.279999,56.279999,17.58211304
1960-08-12,56.66,56.66,56.66,56.66,17.58211304
1960-08-15,56.610001,56.610001,56.610001,56.610001,17.58211304
1960-08-16,56.720001,56.720001,56.720001,56.720001,17.58211304
1960-08-17,56.84,56.84,56.84,56.84,17.58211304
1960-08-18,56.810001,56.810001,56.810001,56.810001,17.58211304
1960-08-19,57.009998,57.009998,57.009998,57.009998,17.58211304
1960-08-22,57.189999,57.189999,57.189999,57.189999,17.58211304
1960-08-23,57.75,57.75,57.75,57.75,17.58211304
1960-08-24,58.07,58.07,58.07,58.07,17.58211304
1960-08-25,57.790001,57.790001,57.790001,57.790001,17.58211304
1960-08-26,57.599998,57.599998,57.599998,57.599998,17.58211304
1960-08-29,57.439999,57.439999,57.439999,57.439999,17.58211304
1960-08-30,56.84,56.84,56.84,56.84,17.58211304
1960-08-31,56.959999,56.959999,56.959999,56.959999,17.58211304
1960-09-01,57.09,57.09,57.09,57.09,17.05201547
1960-09-02,57.0,57.0,57.0,57.0,17.05201547
1960-09-06,56.490002,56.490002,56.490002,56.490002,17.05201547
1960-09-07,55.790001,55.790001,55.790001,55.790001,17.05201547
1960-09-08,55.740002,55.740002,55.740002,55.740002,17.05201547
1960-09-09,56.110001,56.110001,56.110001,56.110001,17.05201547
1960-09-12,55.720001,55.720001,55.720001,55.720001,17.05201547
1960-09-13,55.830002,55.830002,55.830002,55.830002,17.05201547
1960-09-14,55.439999,55.439999,55.439999,55.439999,17.05201547
1960-09-15,55.220001,55.220001,55.220001,55.220001,17.05201547
1960-09-16,55.110001,55.110001,55.110001,55.110001,17.05201547
1960-09-19,53.860001,53.860001,53.860001,53.860001,17.05201547
1960-09-20,54.009998,54.009998,54.009998,54.009998,17.05201547
1960-09-21,54.57,54.57,54.57,54.57,17.05201547
1960-09-22,54.360001,54.360001,54.360001,54.360001,17.05201547
1960-09-23,53.900002,53.900002,53.900002,53.900002,17.05201547
1960-09-26,53.060001,53.060001,53.060001,53.060001,17.05201547
1960-09-27,52.939999,52.939999,52.939999,52.939999,17.05201547
1960-09-28,52.48,52.48,52.48,52.48,17.05201547
1960-09-29,52.619999,52.619999,52.619999,52.619999,17.05201547
1960-09-30,53.52,53.52,53.52,53.52,17.05201547
1960-10-03,53.360001,53.360001,53.360001,53.360001,16.60510454
1960-10-04,52.990002,52.990002,52.990002,52.990002,16.60510454
1960-10-05,53.389999,53.389999,53.389999,53.389999,16.60510454
1960-10-06,53.720001,53.720001,53.720001,53.720001,16.60510454
1960-10-07,54.029999,54.029999,54.029999,54.029999,16.60510454
1960-10-10,54.139999,54.139999,54.139999,54.139999,16.60510454
1960-10-11,54.220001,54.220001,54.220001,54.220001,16.60510454
1960-10-12,54.150002,54.150002,54.150002,54.150002,16.60510454
1960-10-13,54.57,54.57,54.57,54.57,16.60510454
1960-10-14,54.860001,54.860001,54.860001,54.860001,16.60510454
1960-10-17,54.630001,54.630001,54.630001,54.630001,16.60510454
1960-10-18,54.349998,54.349998,54.349998,54.349998,16.60510454
1960-10-19,54.25,54.25,54.25,54.25,16.60510454
1960-10-20,53.860001,53.860001,53.860001,53.860001,16.60510454
1960-10-21,53.720001,53.720001,53.720001,53.720001,16.60510454
1960-10-24,52.700001,52.700001,52.700001,52.700001,16.60510454
1960-10-25,52.200001,52.200001,52.200001,52.200001,16.60510454
1960-10-26,53.049999,53.049999,53.049999,53.049999,16.60510454
1960-10-27,53.619999,53.619999,53.619999,53.619999,16.60510454
1960-10-28,53.41,53.41,53.41,53.41,16.60510454
1960-10-31,53.389999,53.389999,53.389999,53.389999,16.60510454
1960-11-01,53.939999,53.939999,53.939999,53.939999,17.14608845
1960-11-02,54.220001,54.220001,54.220001,54.220001,17.14608845
1960-11-03,54.43,54.43,54.43,54.43,17.14608845
1960-11-04,54.900002,54.900002,54.900002,54.900002,17.14608845
1960-11-07,55.110001,55.110001,55.110001,55.110001,17.14608845
1960-11-09,55.349998,55.349998,55.349998,55.349998,17.14608845
1960-11-10,56.43,56.43,56.43,56.43,17.14608845
1960-11-11,55.869999,55.869999,55.869999,55.869999,17.14608845
1960-11-14,55.59,55.59,55.59,55.59,17.14608845
1960-11-15,55.810001,55.810001,55.810001,55.810001,17.14608845
1960-11-16,55.700001,55.700001,55.700001,55.700001,17.14608845
1960-11-17,55.549999,55.549999,55.549999,55.549999,17.14608845
1960-11-18,55.82,55.82,55.82,55.82,17.14608845
1960-11-21,55.93,55.93,55.93,55.93,17.14608845
1960-11-22,55.720001,55.720001,55.720001,55.720001,17.14608845
1960-11-23,55.799999,55.799999,55.799999,55.799999,17.14608845
1960-11-25,56.130001,56.130001,56.130001,56.130001,17.14608845
1960-11-28,56.029999,56.029999,56.029999,56.029999,17.14608845
1960-11-29,55.830002,55.830002,55.830002,55.830002,17.14608845
1960-11-30,55.540001,55.540001,55.540001,55.540001,17.14608845
1960-12-01,55.299999,55.299999,55.299999,55.299999,17.56209083
1960-12-02,55.389999,55.389999,55.389999,55.389999,17.56209083
1960-12-05,55.310001,55.310001,55.310001,55.310001,17.56209083
1960-12-06,55.470001,55.470001,55.470001,55.470001,17.56209083
1960-12-07,56.02,56.02,56.02,56.02,17.56209083
1960-12-08,56.150002,56.150002,56.150002,56.150002,17.56209083
1960-12-09,56.650002,56.650002,56.650002,56.650002,17.56209083
1960-12-12,56.849998,56.849998,56.849998,56.849998,17.56209083
1960-12-13,56.880001,56.880001,56.880001,56.880001,17.56209083
1960-12-14,56.84,56.84,56.84,56.84,17.56209083
1960-12-15,56.68,56.68,56.68,56.68,17.56209083
1960-12-16,57.200001,57.200001,57.200001,57.200001,17.56209083
1960-12-19,57.130001,57.130001,57.130001,57.130001,17.56209083
1960-12-20,57.09,57.09,57.09,57.09,17.56209083
1960-12-21,57.549999,57.549999,57.549999,57.549999,17.56209083
1960-12-22,57.389999,57.389999,57.389999,57.389999,17.56209083
1960-12-23,57.439999,57.439999,57.439999,57.439999,17.56209083
1960-12-27,57.52,57.52,57.52,57.52,17.56209083
1960-12-28,57.779999,57.779999,57.779999,57.779999,17.56209083
1960-12-29,58.049999,58.049999,58.049999,58.049999,17.56209083
1960-12-30,58.110001,58.110001,58.110001,58.110001,17.56209083
1961-01-03,57.57,57.57,57.57,57.57,18.47041699
1961-01-04,58.360001,58.360001,58.360001,58.360001,18.47041699
1961-01-05,58.57,58.57,58.57,58.57,18.47041699
1961-01-06,58.400002,58.400002,58.400002,58.400002,18.47041699
1961-01-09,58.810001,58.810001,58.810001,58.810001,18.47041699
1961-01-10,58.970001,58.970001,58.970001,58.970001,18.47041699
1961-01-11,59.139999,59.139999,59.139999,59.139999,18.47041699
1961-01-12,59.32,59.32,59.32,59.32,18.47041699
1961-01-13,59.599998,59.599998,59.599998,59.599998,18.47041699
1961-01-16,59.580002,59.580002,59.580002,59.580002,18.47041699
1961-01-17,59.639999,59.639999,59.639999,59.639999,18.47041699
1961-01-18,59.68,59.68,59.68,59.68,18.47041699
1961-01-19,59.77,59.77,59.77,59.77,18.47041699
1961-01-20,59.959999,59.959999,59.959999,59.959999,18.47041699
1961-01-23,60.290001,60.290001,60.290001,60.290001,18.47041699
1961-01-24,60.450001,60.450001,60.450001,60.450001,18.47041699
1961-01-25,60.529999,60.529999,60.529999,60.529999,18.47041699
1961-01-26,60.619999,60.619999,60.619999,60.619999,18.47041699
1961-01-27,61.240002,61.240002,61.240002,61.240002,18.47041699
1961-01-30,61.970001,61.970001,61.970001,61.970001,18.47041699
1961-01-31,61.779999,61.779999,61.779999,61.779999,18.47041699
1961-02-01,61.900002,61.900002,61.900002,61.900002,19.2340145
1961-02-02,62.299999,62.299999,62.299999,62.299999,19.2340145
1961-02-03,62.220001,62.220001,62.220001,62.220001,19.2340145
1961-02-06,61.759998,61.759998,61.759998,61.759998,19.2340145
1961-02-07,61.650002,61.650002,61.650002,61.650002,19.2340145
1961-02-08,62.209999,62.209999,62.209999,62.209999,19.2340145
1961-02-09,62.02,62.02,62.02,62.02,19.2340145
1961-02-10,61.5,61.5,61.5,61.5,19.2340145
1961-02-13,61.139999,61.139999,61.139999,61.139999,19.2340145
1961-02-14,61.41,61.41,61.41,61.41,19.2340145
1961-02-15,61.919998,61.919998,61.919998,61.919998,19.2340145
1961-02-16,62.299999,62.299999,62.299999,62.299999,19.2340145
1961-02-17,62.099998,62.099998,62.099998,62.099998,19.2340145
1961-02-20,62.32,62.32,62.32,62.32,19.2340145
1961-02-21,62.360001,62.360001,62.360001,62.360001,19.2340145
1961-02-23,62.59,62.59,62.59,62.59,19.2340145
1961-02-24,62.84,62.84,62.84,62.84,19.2340145
1961-02-27,63.299999,63.299999,63.299999,63.299999,19.2340145
1961-02-28,63.439999,63.439999,63.439999,63.439999,19.2340145
1961-03-01,63.43,63.43,63.43,63.43,19.84422527
1961-03-02,63.849998,63.849998,63.849998,63.849998,19.84422527
1961-03-03,63.950001,63.950001,63.950001,63.950001,19.84422527
1961-03-06,64.050003,64.050003,64.050003,64.050003,19.84422527
1961-03-07,63.470001,63.470001,63.470001,63.470001,19.84422527
1961-03-08,63.439999,63.439999,63.439999,63.439999,19.84422527
1961-03-09,63.5,63.5,63.5,63.5,19.84422527
1961-03-10,63.48,63.48,63.48,63.48,19.84422527
1961-03-13,63.66,63.66,63.66,63.66,19.84422527
1961-03-14,63.380001,63.380001,63.380001,63.380001,19.84422527
1961-03-15,63.57,63.57,63.57,63.57,19.84422527
1961-03-16,64.209999,64.209999,64.209999,64.209999,19.84422527
1961-03-17,64.0,64.0,64.0,64.0,19.84422527
1961-03-20,64.860001,64.860001,64.860001,64.860001,19.84422527
1961-03-21,64.739998,64.739998,64.739998,64.739998,19.84422527
1961-03-22,64.699997,64.699997,64.699997,64.699997,19.84422527
1961-03-23,64.529999,64.529999,64.529999,64.529999,19.84422527
1961-03-24,64.419998,64.419998,64.419998,64.419998,19.84422527
1961-03-27,64.349998,64.349998,64.349998,64.349998,19.84422527
1961-03-28,64.379997,64.379997,64.379997,64.379997,19.84422527
1961-03-29,64.93,64.93,64.93,64.93,19.84422527
1961-03-30,65.059998,65.059998,65.059998,65.059998,19.84422527
1961-04-03,65.599998,65.599998,65.599998,65.599998,20.38284298
1961-04-04,65.660004,65.660004,65.660004,65.660004,20.38284298
1961-04-05,65.459999,65.459999,65.459999,65.459999,20.38284298
1961-04-06,65.610001,65.610001,65.610001,65.610001,20.38284298
1961-04-07,65.959999,65.959999,65.959999,65.959999,20.38284298
1961-04-10,66.529999,66.529999,66.529999,66.529999,20.38284298
1961-04-11,66.620003,66.620003,66.620003,66.620003,20.38284298
1961-04-12,66.309998,66.309998,66.309998,66.309998,20.38284298
1961-04-13,66.260002,66.260002,66.260002,66.260002,20.38284298
1961-04-14,66.370003,66.370003,66.370003,66.370003,20.38284298
1961-04-17,68.68,68.68,68.68,68.68,20.38284298
1961-04-18,66.199997,66.199997,66.199997,66.199997,20.38284298
1961-04-19,65.809998,65.809998,65.809998,65.809998,20.38284298
1961-04-20,65.82,65.82,65.82,65.82,20.38284298
1961-04-21,65.769997,65.769997,65.769997,65.769997,20.38284298
1961-04-24,64.400002,64.400002,64.400002,64.400002,20.38284298
1961-04-25,65.300003,65.300003,65.300003,65.300003,20.38284298
1961-04-26,65.550003,65.550003,65.550003,65.550003,20.38284298
1961-04-27,65.459999,65.459999,65.459999,65.459999,20.38284298
1961-04-28,65.309998,65.309998,65.309998,65.309998,20.38284298
1961-05-01,65.169998,65.169998,65.169998,65.169998,20.59860684
1961-05-02,65.639999,65.639999,65.639999,65.639999,20.59860684
1961-05-03,66.18,66.18,66.18,66.18,20.59860684
1961-05-04,66.440002,66.440002,66.440002,66.440002,20.59860684
1961-05-05,66.519997,66.519997,66.519997,66.519997,20.59860684
1961-05-08,66.410004,66.410004,66.410004,66.410004,20.59860684
1961-05-09,66.470001,66.470001,66.470001,66.470001,20.59860684
1961-05-10,66.410004,66.410004,66.410004,66.410004,20.59860684
1961-05-11,66.389999,66.389999,66.389999,66.389999,20.59860684
1961-05-12,66.5,66.5,66.5,66.5,20.59860684
1961-05-15,66.830002,66.830002,66.830002,66.830002,20.59860684
1961-05-16,67.080002,67.080002,67.080002,67.080002,20.59860684
1961-05-17,67.389999,67.389999,67.389999,67.389999,20.59860684
1961-05-18,66.989998,66.989998,66.989998,66.989998,20.59860684
1961-05-19,67.269997,67.269997,67.269997,67.269997,20.59860684
1961-05-22,66.849998,66.849998,66.849998,66.849998,20.59860684
1961-05-23,66.68,66.68,66.68,66.68,20.59860684
1961-05-24,66.260002,66.260002,66.260002,66.260002,20.59860684
1961-05-25,66.010002,66.010002,66.010002,66.010002,20.59860684
1961-05-26,66.43,66.43,66.43,66.43,20.59860684
1961-05-31,66.559998,66.559998,66.559998,66.559998,20.59860684
1961-06-01,66.559998,66.559998,66.559998,66.559998,20.33241455
1961-06-02,66.730003,66.730003,66.730003,66.730003,20.33241455
1961-06-05,67.080002,67.080002,67.080002,67.080002,20.33241455
1961-06-06,66.889999,66.889999,66.889999,66.889999,20.33241455
1961-06-07,65.639999,65.639999,65.639999,65.639999,20.33241455
1961-06-08,66.669998,66.669998,66.669998,66.669998,20.33241455
1961-06-09,66.660004,66.660004,66.660004,66.660004,20.33241455
1961-06-12,66.150002,66.150002,66.150002,66.150002,20.33241455
1961-06-13,65.800003,65.800003,65.800003,65.800003,20.33241455
1961-06-14,65.980003,65.980003,65.980003,65.980003,20.33241455
1961-06-15,65.690002,65.690002,65.690002,65.690002,20.33241455
1961-06-16,65.18,65.18,65.18,65.18,20.33241455
1961-06-19,64.580002,64.580002,64.580002,64.580002,20.33241455
1961-06-20,65.150002,65.150002,65.150002,65.150002,20.33241455
1961-06-21,65.139999,65.139999,65.139999,65.139999,20.33241455
1961-06-22,64.900002,64.900002,64.900002,64.900002,20.33241455
1961-06-23,65.160004,65.160004,65.160004,65.160004,20.33241455
1961-06-26,64.470001,64.470001,64.470001,64.470001,20.33241455
1961-06-27,64.470001,64.470001,64.470001,64.470001,20.33241455
1961-06-28,64.589996,64.589996,64.589996,64.589996,20.33241455
1961-06-29,64.519997,64.519997,64.519997,64.519997,20.33241455
1961-06-30,64.639999,64.639999,64.639999,64.639999,20.33241455
1961-07-03,65.209999,65.209999,65.209999,65.209999,20.14664374
1961-07-05,65.629997,65.629997,65.629997,65.629997,20.14664374
1961-07-06,65.809998,65.809998,65.809998,65.809998,20.14664374
1961-07-07,65.769997,65.769997,65.769997,65.769997,20.14664374
1961-07-10,65.709999,65.709999,65.709999,65.709999,20.14664374
1961-07-11,65.690002,65.690002,65.690002,65.690002,20.14664374
1961-07-12,65.32,65.32,65.32,65.32,20.14664374
1961-07-13,64.860001,64.860001,64.860001,64.860001,20.14664374
1961-07-14,65.279999,65.279999,65.279999,65.279999,20.14664374
1961-07-17,64.790001,64.790001,64.790001,64.790001,20.14664374
1961-07-18,64.410004,64.410004,64.410004,64.410004,20.14664374
1961-07-19,64.699997,64.699997,64.699997,64.699997,20.14664374
1961-07-20,64.709999,64.709999,64.709999,64.709999,20.14664374
1961-07-21,64.860001,64.860001,64.860001,64.860001,20.14664374
1961-07-24,64.870003,64.870003,64.870003,64.870003,20.14664374
1961-07-25,65.230003,65.230003,65.230003,65.230003,20.14664374
1961-07-26,65.839996,65.839996,65.839996,65.839996,20.14664374
1961-07-27,66.610001,66.610001,66.610001,66.610001,20.14664374
1961-07-28,66.709999,66.709999,66.709999,66.709999,20.14664374
1961-07-31,66.760002,66.760002,66.760002,66.760002,20.14664374
1961-08-01,67.370003,67.370003,67.370003,67.370003,20.94168848
1961-08-02,66.940002,66.940002,66.940002,66.940002,20.94168848
1961-08-03,67.290001,67.290001,67.290001,67.290001,20.94168848
1961-08-04,67.68,67.68,67.68,67.68,20.94168848
1961-08-07,67.669998,67.669998,67.669998,67.669998,20.94168848
1961-08-08,67.82,67.82,67.82,67.82,20.94168848
1961-08-09,67.739998,67.739998,67.739998,67.739998,20.94168848
1961-08-10,67.949997,67.949997,67.949997,67.949997,20.94168848
1961-08-11,68.059998,68.059998,68.059998,68.059998,20.94168848
1961-08-14,67.720001,67.720001,67.720001,67.720001,20.94168848
1961-08-15,67.550003,67.550003,67.550003,67.550003,20.94168848
1961-08-16,67.730003,67.730003,67.730003,67.730003,20.94168848
1961-08-17,68.110001,68.110001,68.110001,68.110001,20.94168848
1961-08-18,68.290001,68.290001,68.290001,68.290001,20.94168848
1961-08-21,68.43,68.43,68.43,68.43,20.94168848
1961-08-22,68.440002,68.440002,68.440002,68.440002,20.94168848
1961-08-23,67.980003,67.980003,67.980003,67.980003,20.94168848
1961-08-24,67.589996,67.589996,67.589996,67.589996,20.94168848
1961-08-25,67.669998,67.669998,67.669998,67.669998,20.94168848
1961-08-28,67.699997,67.699997,67.699997,67.699997,20.94168848
1961-08-29,67.550003,67.550003,67.550003,67.550003,20.94168848
1961-08-30,67.809998,67.809998,67.809998,67.809998,20.94168848
1961-08-31,68.07,68.07,68.07,68.07,20.94168848
1961-09-01,68.190002,68.190002,68.190002,68.190002,20.70524304
1961-09-05,67.959999,67.959999,67.959999,67.959999,20.70524304
1961-09-06,68.459999,68.459999,68.459999,68.459999,20.70524304
1961-09-07,68.349998,68.349998,68.349998,68.349998,20.70524304
1961-09-08,67.879997,67.879997,67.879997,67.879997,20.70524304
1961-09-11,67.279999,67.279999,67.279999,67.279999,20.70524304
1961-09-12,67.959999,67.959999,67.959999,67.959999,20.70524304
1961-09-13,68.010002,68.010002,68.010002,68.010002,20.70524304
1961-09-14,67.529999,67.529999,67.529999,67.529999,20.70524304
1961-09-15,67.650002,67.650002,67.650002,67.650002,20.70524304
1961-09-18,67.209999,67.209999,67.209999,67.209999,20.70524304
1961-09-19,66.080002,66.080002,66.080002,66.080002,20.70524304
1961-09-20,66.959999,66.959999,66.959999,66.959999,20.70524304
1961-09-21,66.989998,66.989998,66.989998,66.989998,20.70524304
1961-09-22,66.720001,66.720001,66.720001,66.720001,20.70524304
